day;month;year;count;length;weight;stage
31;5;2024;64;64.26;0.155;5
31;5;2024;65;54.28;0.11;5
31;5;2024;66;58.48;0.18;4
31;5;2024;67;62.13;0.165;7
31;5;2024;68;65.37;0.21;5
31;5;2024;69;63.76;0.165;5
31;5;2024;70;62.89;0.145;5
31;5;2024;71;64.55;0.195;6
31;5;2024;72;62.71;0.14;6
31;5;2024;73;68.21;0.23;6
31;5;2024;74;61.6;0.165;5
31;5;2024;75;61.6;0.13;6
31;5;2024;76;58.81;0.135;5
31;5;2024;77;63.73;0.19;7
31;5;2024;78;58.16;0.17;6
31;5;2024;79;61.95;0.15;7
31;5;2024;80;61.26;0.155;5
31;5;2024;81;60.01;0.16;5
31;5;2024;82;56.19;0.105;5
31;5;2024;83;64.74;0.185;6
31;5;2024;84;54.82;0.115;6
31;5;2024;85;55.73;0.11;5
31;5;2024;86;57.13;0.115;5
31;5;2024;87;56.46;0.14;6
31;5;2024;88;61.09;0.14;6
31;5;2024;89;57.33;0.165;4
31;5;2024;90;62.59;0.18;7
31;5;2024;91;60.75;0.17;6
31;5;2024;92;60.34;0.14;5
31;5;2024;93;56.68;0.14;7
31;5;2024;94;62.23;0.15;5
31;5;2024;95;60.96;0.135;6
31;5;2024;96;57.51;0.115;5
31;5;2024;97;56.42;0.125;5
31;5;2024;98;56.64;0.12;4
31;5;2024;99;57.1;0.12;5
31;5;2024;100;57.23;0.15;6
3;6;2024;1;56.24;0.1;6
3;6;2024;2;58.94;0.155;6
3;6;2024;3;64.54;0.19;5
3;6;2024;4;59.92;0.12;6
3;6;2024;5;67.67;0.22;6
3;6;2024;6;64.46;0.185;7
3;6;2024;7;55.97;0.135;6
3;6;2024;8;60.21;0.15;6
3;6;2024;9;57.35;0.1;6
3;6;2024;10;61.99;0.145;7
3;6;2024;11;55.74;0.125;6
3;6;2024;12;56.49;0.155;6
3;6;2024;13;58.03;0.145;6
3;6;2024;14;58.03;0.135;6
3;6;2024;15;62.02;0.165;6
3;6;2024;16;58.01;0.14;7
3;6;2024;17;60.7;0.155;7
3;6;2024;18;58.43;0.14;6
3;6;2024;19;57.66;0.095;6
3;6;2024;20;50.98;0.09;6
3;6;2024;21;58.8;0.125;6
3;6;2024;22;58.8;0.13;6
3;6;2024;23;57.54;0.115;6
3;6;2024;24;60.23;0.165;6
3;6;2024;25;60.17;0.144;6
3;6;2024;26;60.48;0.16;6
3;6;2024;27;58;0.14;6
3;6;2024;28;57.19;0.125;5
3;6;2024;29;61.57;0.175;6
3;6;2024;30;58.08;0.13;7
3;6;2024;31;60.42;0.135;5
3;6;2024;32;61.52;0.17;7
3;6;2024;33;53.85;0.095;5
3;6;2024;34;63.09;0.195;7
3;6;2024;35;55.12;0.135;5
3;6;2024;36;61.37;0.13;6
3;6;2024;37;57.74;0.145;6
3;6;2024;38;55.42;0.125;6
3;6;2024;39;58.6;0.15;5
3;6;2024;40;59.6;0.17;7
3;6;2024;41;63.29;0.17;6
3;6;2024;42;56.85;0.12;6
3;6;2024;43;62.64;0.18;6
3;6;2024;44;56.85;0.11;5
3;6;2024;45;54.62;0.12;5
3;6;2024;46;64.78;0.145;6
3;6;2024;47;55.51;0.105;5
3;6;2024;48;57.46;0.165;5
3;6;2024;49;60.75;0.14;6
3;6;2024;50;57.81;0.135;5
3;6;2024;51;54.75;0.11;5
3;6;2024;52;58.69;0.125;6
3;6;2024;53;60.24;0.16;6
3;6;2024;54;56.91;0.12;6
3;6;2024;55;58.66;0.145;6
3;6;2024;56;58.94;0.145;7
3;6;2024;57;58.94;0.145;4
3;6;2024;58;58.94;0.125;5
3;6;2024;59;64.97;0.205;6
3;6;2024;60;61.53;0.13;5
3;6;2024;61;62.63;0.205;6
3;6;2024;62;61.11;0.175;5
3;6;2024;63;61.5;0.13;5
3;6;2024;64;58.96;0.125;6
3;6;2024;65;63.52;0.185;6
3;6;2024;66;61.49;0.17;7
3;6;2024;67;58.98;0.13;5
3;6;2024;68;55.95;0.125;5
3;6;2024;69;63.03;0.16;6
3;6;2024;70;58.33;0.145;6
3;6;2024;71;58.31;0.21;6
3;6;2024;72;59.41;0.14;4
3;6;2024;73;55.77;0.115;6
3;6;2024;74;63.57;0.165;5
3;6;2024;75;56.07;0.12;5
3;6;2024;76;57.99;0.12;5
3;6;2024;77;57.71;0.12;6
3;6;2024;78;63.54;0.195;6
3;6;2024;79;55.84;0.135;6
3;6;2024;80;64.36;0.185;6
3;6;2024;81;62.61;0.155;5
3;6;2024;82;63.42;0.155;6
3;6;2024;83;64.4;0.19;6
3;6;2024;84;66.92;0.21;7
3;6;2024;85;59.06;0.13;6
3;6;2024;86;63.27;0.17;7
3;6;2024;87;56.9;0.12;7
3;6;2024;88;59.72;0.14;5
3;6;2024;89;60.71;0.14;5
3;6;2024;90;56.26;0.1;5
3;6;2024;91;57.82;0.16;4
3;6;2024;92;58.12;0.14;6
3;6;2024;93;57.65;0.12;6
3;6;2024;94;57.99;0.13;5
3;6;2024;95;66.64;0.175;6
3;6;2024;96;63.11;0.165;6
3;6;2024;97;55.11;0.13;7
3;6;2024;98;63.29;0.175;5
3;6;2024;99;58.37;0.115;4
3;6;2024;100;64.74;0.17;7
