date;year;length;weight;stage;age;trap count;total count;;;;;;
19-05-2000;2000;61.38;0.170;4;0;NA;NA;;;;;;
19-05-2000;2000;62.93;0.190;3;0;NA;NA;;;;;;
19-05-2000;2000;58.66;0.120;2;0;NA;NA;;;;;;
19-05-2000;2000;63.97;0.190;3;0;NA;NA;;;;;;
19-05-2000;2000;66.79;0.230;4;0;NA;NA;;;;;;
19-05-2000;2000;65.04;0.210;3;0;NA;NA;;;;;;
19-05-2000;2000;65.10;0.200;3;0;NA;NA;;;;;;
19-05-2000;2000;61.67;0.140;4;0;NA;NA;;;;;;
19-05-2000;2000;62.74;0.160;4;0;NA;NA;;;;;;
19-05-2000;2000;63.36;0.160;4;0;NA;NA;;;;;;
19-05-2000;2000;62.14;0.140;4;0;NA;NA;;;;;;
19-05-2000;2000;69.33;0.240;1;0;NA;NA;;;;;;
19-05-2000;2000;68.23;0.200;3;0;NA;NA;;;;;;
19-05-2000;2000;58.58;0.140;4;0;NA;NA;;;;;;
19-05-2000;2000;55.50;0.130;3;0;NA;NA;;;;;;
19-05-2000;2000;66.53;0.220;3;0;NA;NA;;;;;;
19-05-2000;2000;66.14;0.190;3;0;NA;NA;;;;;;
19-05-2000;2000;66.38;0.230;2;0;NA;NA;;;;;;
19-05-2000;2000;61.92;0.190;4;0;NA;NA;;;;;;
19-05-2000;2000;60.76;0.140;2;0;NA;NA;;;;;;
19-05-2000;2000;59.01;0.120;5;0;NA;NA;;;;;;
19-05-2000;2000;61.88;0.170;2;0;NA;NA;;;;;;
19-05-2000;2000;58.95;0.150;4;0;NA;NA;;;;;;
19-05-2000;2000;59.54;0.160;4;0;NA;NA;;;;;;
22-05-2000;2000;65.05;0.190;3;0;NA;NA;;;;;;
22-05-2000;2000;59.70;0.160;3;0;NA;NA;;;;;;
22-05-2000;2000;60.33;0.140;3;0;NA;NA;;;;;;
22-05-2000;2000;57.92;0.120;5;0;NA;NA;;;;;;
22-05-2000;2000;54.70;0.140;3;0;NA;NA;;;;;;
22-05-2000;2000;66.25;0.200;3;0;NA;NA;;;;;;
22-05-2000;2000;59.81;0.160;2;0;NA;NA;;;;;;
22-05-2000;2000;58.08;0.140;4;0;NA;NA;;;;;;
22-05-2000;2000;57.90;0.140;3;0;NA;NA;;;;;;
22-05-2000;2000;60.47;0.150;3;0;NA;NA;;;;;;
22-05-2000;2000;58.34;0.160;3;0;NA;NA;;;;;;
22-05-2000;2000;65.97;0.220;3;0;NA;NA;;;;;;
22-05-2000;2000;63.47;0.170;3;0;NA;NA;;;;;;
22-05-2000;2000;55.65;0.130;3;0;NA;NA;;;;;;
22-05-2000;2000;61.60;0.150;3;0;NA;NA;;;;;;
22-05-2000;2000;58.20;0.140;4;0;NA;NA;;;;;;
22-05-2000;2000;64.97;0.200;3;0;NA;NA;;;;;;
22-05-2000;2000;54.26;0.120;4;0;NA;NA;;;;;;
22-05-2000;2000;64.21;0.180;3;0;NA;NA;;;;;;
22-05-2000;2000;61.93;0.180;3;0;NA;NA;;;;;;
22-05-2000;2000;64.86;0.200;3;0;NA;NA;;;;;;
22-05-2000;2000;59.50;0.160;3;0;NA;NA;;;;;;
22-05-2000;2000;61.43;0.150;3;0;NA;NA;;;;;;
22-05-2000;2000;59.71;0.160;4;0;NA;NA;;;;;;
22-05-2000;2000;64.69;0.200;3;0;NA;NA;;;;;;
22-05-2000;2000;62.76;0.200;2;0;NA;NA;;;;;;
22-05-2000;2000;60.80;0.150;4;0;NA;NA;;;;;;
22-05-2000;2000;58.74;0.140;3;0;NA;NA;;;;;;
22-05-2000;2000;64.39;0.200;4;0;NA;NA;;;;;;
22-05-2000;2000;60.56;0.170;4;0;NA;NA;;;;;;
22-05-2000;2000;60.18;0.170;5;0;NA;NA;;;;;;
22-05-2000;2000;62.42;0.170;3;0;NA;NA;;;;;;
22-05-2000;2000;60.67;0.150;6;0;NA;NA;;;;;;
22-05-2000;2000;62.26;0.170;5;0;NA;NA;;;;;;
22-05-2000;2000;65.39;0.220;4;0;NA;NA;;;;;;
22-05-2000;2000;62.75;0.180;3;0;NA;NA;;;;;;
22-05-2000;2000;67.05;0.250;4;0;NA;NA;;;;;;
22-05-2000;2000;59.32;0.140;4;0;NA;NA;;;;;;
22-05-2000;2000;61.86;0.160;3;0;NA;NA;;;;;;
22-05-2000;2000;59.24;0.160;4;0;NA;NA;;;;;;
22-05-2000;2000;63.21;0.180;4;0;NA;NA;;;;;;
22-05-2000;2000;61.77;0.160;3;0;NA;NA;;;;;;
22-05-2000;2000;62.33;0.170;3;0;NA;NA;;;;;;
22-05-2000;2000;60.33;0.170;3;0;NA;NA;;;;;;
22-05-2000;2000;63.53;0.190;3;0;NA;NA;;;;;;
22-05-2000;2000;66.31;0.180;3;0;NA;NA;;;;;;
22-05-2000;2000;58.84;0.130;2;0;NA;NA;;;;;;
22-05-2000;2000;54.62;0.110;4;0;NA;NA;;;;;;
22-05-2000;2000;61.32;0.170;5;0;NA;NA;;;;;;
22-05-2000;2000;68.73;0.250;4;0;NA;NA;;;;;;
24-05-2000;2000;61.60;0.190;4;0;NA;NA;;;;;;
24-05-2000;2000;62.26;0.140;3;0;NA;NA;;;;;;
24-05-2000;2000;63.84;0.200;5;0;NA;NA;;;;;;
24-05-2000;2000;64.25;0.180;3;0;NA;NA;;;;;;
24-05-2000;2000;63.89;0.170;2;0;NA;NA;;;;;;
24-05-2000;2000;64.62;0.210;3;0;NA;NA;;;;;;
24-05-2000;2000;56.90;0.130;4;0;NA;NA;;;;;;
24-05-2000;2000;62.41;0.170;3;0;NA;NA;;;;;;
24-05-2000;2000;61.86;0.130;3;0;NA;NA;;;;;;
24-05-2000;2000;69.19;0.220;3;0;NA;NA;;;;;;
24-05-2000;2000;57.40;0.140;6;0;NA;NA;;;;;;
24-05-2000;2000;60.16;0.160;5;0;NA;NA;;;;;;
24-05-2000;2000;57.65;0.130;3;0;NA;NA;;;;;;
24-05-2000;2000;61.74;0.180;4;0;NA;NA;;;;;;
24-05-2000;2000;56.99;0.140;5;0;NA;NA;;;;;;
24-05-2000;2000;67.01;0.230;4;0;NA;NA;;;;;;
24-05-2000;2000;65.06;0.200;3;0;NA;NA;;;;;;
24-05-2000;2000;60.92;0.160;1;0;NA;NA;;;;;;
24-05-2000;2000;64.74;0.190;4;0;NA;NA;;;;;;
24-05-2000;2000;59.34;0.170;3;0;NA;NA;;;;;;
24-05-2000;2000;61.86;0.190;3;0;NA;NA;;;;;;
24-05-2000;2000;64.69;0.190;4;0;NA;NA;;;;;;
24-05-2000;2000;61.72;0.140;3;0;NA;NA;;;;;;
24-05-2000;2000;57.41;0.150;3;0;NA;NA;;;;;;
24-05-2000;2000;65.38;0.220;4;0;NA;NA;;;;;;
24-05-2000;2000;62.16;0.190;3;0;NA;NA;;;;;;
24-05-2000;2000;61.65;0.170;7;0;NA;NA;;;;;;
24-05-2000;2000;64.90;0.180;4;0;NA;NA;;;;;;
24-05-2000;2000;52.80;0.080;3;0;NA;NA;;;;;;
24-05-2000;2000;58.04;0.140;3;0;NA;NA;;;;;;
24-05-2000;2000;61.13;0.170;4;0;NA;NA;;;;;;
24-05-2000;2000;68.32;0.200;3;0;NA;NA;;;;;;
24-05-2000;2000;63.99;0.240;4;0;NA;NA;;;;;;
24-05-2000;2000;62.61;0.170;3;0;NA;NA;;;;;;
24-05-2000;2000;63.31;0.180;5;0;NA;NA;;;;;;
24-05-2000;2000;64.01;0.160;6;0;NA;NA;;;;;;
24-05-2000;2000;62.09;0.190;3;0;NA;NA;;;;;;
24-05-2000;2000;65.96;0.230;3;0;NA;NA;;;;;;
24-05-2000;2000;68.97;0.160;4;0;NA;NA;;;;;;
24-05-2000;2000;64.88;0.210;4;0;NA;NA;;;;;;
24-05-2000;2000;60.86;0.170;3;0;NA;NA;;;;;;
24-05-2000;2000;59.45;0.150;3;0;NA;NA;;;;;;
24-05-2000;2000;63.28;0.160;3;0;NA;NA;;;;;;
24-05-2000;2000;59.15;0.150;2;0;NA;NA;;;;;;
24-05-2000;2000;56.32;0.140;6;0;NA;NA;;;;;;
24-05-2000;2000;57.17;0.130;3;0;NA;NA;;;;;;
24-05-2000;2000;55.18;0.140;4;0;NA;NA;;;;;;
24-05-2000;2000;62.18;0.200;4;0;NA;NA;;;;;;
24-05-2000;2000;59.22;0.170;3;0;NA;NA;;;;;;
24-05-2000;2000;59.58;0.150;3;0;NA;NA;;;;;;
26-05-2000;2000;59.69;0.170;3;0;NA;NA;;;;;;
26-05-2000;2000;66.20;0.190;3;0;NA;NA;;;;;;
26-05-2000;2000;62.52;0.190;5;0;NA;NA;;;;;;
26-05-2000;2000;65.72;0.170;4;0;NA;NA;;;;;;
26-05-2000;2000;62.07;0.190;5;0;NA;NA;;;;;;
26-05-2000;2000;55.23;0.110;3;0;NA;NA;;;;;;
26-05-2000;2000;60.90;0.190;3;0;NA;NA;;;;;;
26-05-2000;2000;61.04;0.160;3;0;NA;NA;;;;;;
26-05-2000;2000;63.75;0.200;3;0;NA;NA;;;;;;
26-05-2000;2000;64.55;0.180;5;0;NA;NA;;;;;;
26-05-2000;2000;61.12;0.180;6;0;NA;NA;;;;;;
26-05-2000;2000;60.56;0.160;4;0;NA;NA;;;;;;
26-05-2000;2000;57.33;0.140;4;0;NA;NA;;;;;;
26-05-2000;2000;61.30;0.140;6;0;NA;NA;;;;;;
26-05-2000;2000;63.18;0.160;4;0;NA;NA;;;;;;
26-05-2000;2000;63.23;0.170;7;0;NA;NA;;;;;;
26-05-2000;2000;61.45;0.170;2;0;NA;NA;;;;;;
26-05-2000;2000;62.88;0.190;3;0;NA;NA;;;;;;
26-05-2000;2000;64.00;0.180;3;0;NA;NA;;;;;;
26-05-2000;2000;60.65;0.130;4;0;NA;NA;;;;;;
26-05-2000;2000;60.95;0.190;6;0;NA;NA;;;;;;
26-05-2000;2000;62.68;0.180;4;0;NA;NA;;;;;;
26-05-2000;2000;56.10;0.140;6;0;NA;NA;;;;;;
26-05-2000;2000;61.38;0.150;4;0;NA;NA;;;;;;
26-05-2000;2000;60.93;0.150;7;0;NA;NA;;;;;;
26-05-2000;2000;54.77;0.110;4;0;NA;NA;;;;;;
26-05-2000;2000;59.89;0.160;5;0;NA;NA;;;;;;
26-05-2000;2000;63.39;0.210;4;0;NA;NA;;;;;;
26-05-2000;2000;60.04;0.150;4;0;NA;NA;;;;;;
26-05-2000;2000;58.33;0.140;6;0;NA;NA;;;;;;
26-05-2000;2000;55.98;0.110;3;0;NA;NA;;;;;;
26-05-2000;2000;54.95;0.110;4;0;NA;NA;;;;;;
26-05-2000;2000;57.74;0.140;3;0;NA;NA;;;;;;
26-05-2000;2000;62.92;0.170;4;0;NA;NA;;;;;;
26-05-2000;2000;61.91;0.160;4;0;NA;NA;;;;;;
26-05-2000;2000;63.25;0.190;4;0;NA;NA;;;;;;
26-05-2000;2000;63.06;0.170;4;0;NA;NA;;;;;;
26-05-2000;2000;59.90;0.160;6;0;NA;NA;;;;;;
26-05-2000;2000;60.68;0.210;5;0;NA;NA;;;;;;
26-05-2000;2000;52.26;0.080;5;0;NA;NA;;;;;;
26-05-2000;2000;68.46;0.210;4;0;NA;NA;;;;;;
26-05-2000;2000;60.41;0.160;3;0;NA;NA;;;;;;
26-05-2000;2000;61.94;0.190;4;0;NA;NA;;;;;;
26-05-2000;2000;56.88;0.130;4;0;NA;NA;;;;;;
26-05-2000;2000;61.91;0.160;4;0;NA;NA;;;;;;
26-05-2000;2000;56.27;0.150;6;0;NA;NA;;;;;;
26-05-2000;2000;57.66;0.150;4;0;NA;NA;;;;;;
26-05-2000;2000;50.98;0.110;3;0;NA;NA;;;;;;
26-05-2000;2000;59.95;0.160;4;0;NA;NA;;;;;;
26-05-2000;2000;50.58;0.080;3;0;NA;NA;;;;;;
29-05-2000;2000;60.64;0.130;4;0;NA;NA;;;;;;
29-05-2000;2000;64.75;0.180;6;0;NA;NA;;;;;;
29-05-2000;2000;63.79;0.180;5;0;NA;NA;;;;;;
29-05-2000;2000;64.08;0.180;6;0;NA;NA;;;;;;
29-05-2000;2000;58.78;0.150;5;0;NA;NA;;;;;;
29-05-2000;2000;62.45;0.180;4;0;NA;NA;;;;;;
29-05-2000;2000;62.65;0.180;3;0;NA;NA;;;;;;
29-05-2000;2000;59.72;0.160;3;0;NA;NA;;;;;;
29-05-2000;2000;61.61;0.160;4;0;NA;NA;;;;;;
29-05-2000;2000;57.34;0.130;7;0;NA;NA;;;;;;
29-05-2000;2000;59.99;0.170;3;0;NA;NA;;;;;;
29-05-2000;2000;59.47;0.150;3;0;NA;NA;;;;;;
29-05-2000;2000;64.84;0.190;4;0;NA;NA;;;;;;
29-05-2000;2000;59.90;0.130;3;0;NA;NA;;;;;;
29-05-2000;2000;61.33;0.160;3;0;NA;NA;;;;;;
29-05-2000;2000;56.54;0.130;4;0;NA;NA;;;;;;
29-05-2000;2000;60.55;0.140;4;0;NA;NA;;;;;;
29-05-2000;2000;60.90;0.110;4;0;NA;NA;;;;;;
29-05-2000;2000;59.58;0.130;3;0;NA;NA;;;;;;
29-05-2000;2000;60.14;0.130;6;0;NA;NA;;;;;;
29-05-2000;2000;62.87;0.190;5;0;NA;NA;;;;;;
29-05-2000;2000;59.29;0.170;4;0;NA;NA;;;;;;
29-05-2000;2000;59.16;0.160;7;0;NA;NA;;;;;;
29-05-2000;2000;58.98;0.140;4;0;NA;NA;;;;;;
29-05-2000;2000;59.82;0.150;6;0;NA;NA;;;;;;
29-05-2000;2000;61.07;0.190;4;0;NA;NA;;;;;;
29-05-2000;2000;56.28;0.120;4;0;NA;NA;;;;;;
29-05-2000;2000;56.29;0.140;4;0;NA;NA;;;;;;
29-05-2000;2000;56.77;0.140;7;0;NA;NA;;;;;;
29-05-2000;2000;62.03;0.160;4;0;NA;NA;;;;;;
29-05-2000;2000;54.29;0.100;6;0;NA;NA;;;;;;
29-05-2000;2000;58.14;0.150;7;0;NA;NA;;;;;;
29-05-2000;2000;65.24;0.210;6;0;NA;NA;;;;;;
29-05-2000;2000;68.35;0.190;3;0;NA;NA;;;;;;
29-05-2000;2000;58.12;0.150;3;0;NA;NA;;;;;;
29-05-2000;2000;69.01;0.270;4;0;NA;NA;;;;;;
29-05-2000;2000;62.44;0.180;7;0;NA;NA;;;;;;
29-05-2000;2000;60.99;0.150;4;0;NA;NA;;;;;;
29-05-2000;2000;61.47;0.180;5;0;NA;NA;;;;;;
29-05-2000;2000;60.25;0.160;7;0;NA;NA;;;;;;
29-05-2000;2000;56.19;0.140;5;0;NA;NA;;;;;;
29-05-2000;2000;57.32;0.130;4;0;NA;NA;;;;;;
29-05-2000;2000;55.85;0.110;6;0;NA;NA;;;;;;
29-05-2000;2000;59.96;0.140;6;0;NA;NA;;;;;;
29-05-2000;2000;63.33;0.180;4;0;NA;NA;;;;;;
29-05-2000;2000;63.98;0.180;6;0;NA;NA;;;;;;
29-05-2000;2000;59.44;0.140;5;0;NA;NA;;;;;;
29-05-2000;2000;55.88;0.110;3;0;NA;NA;;;;;;
29-05-2000;2000;59.63;0.140;6;0;NA;NA;;;;;;
29-05-2000;2000;61.30;0.170;7;0;NA;NA;;;;;;
31-05-2000;2000;58.75;0.120;4;0;NA;NA;;;;;;
31-05-2000;2000;66.49;0.210;3;0;NA;NA;;;;;;
31-05-2000;2000;62.29;0.170;4;0;NA;NA;;;;;;
31-05-2000;2000;64.94;0.190;5;0;NA;NA;;;;;;
31-05-2000;2000;61.58;0.170;4;0;NA;NA;;;;;;
31-05-2000;2000;58.16;0.120;4;0;NA;NA;;;;;;
31-05-2000;2000;64.25;0.190;5;0;NA;NA;;;;;;
31-05-2000;2000;61.22;0.140;4;0;NA;NA;;;;;;
31-05-2000;2000;56.26;0.120;3;0;NA;NA;;;;;;
31-05-2000;2000;64.55;0.190;4;0;NA;NA;;;;;;
31-05-2000;2000;64.43;0.170;7;0;NA;NA;;;;;;
31-05-2000;2000;62.86;0.190;3;0;NA;NA;;;;;;
31-05-2000;2000;65.56;0.190;5;0;NA;NA;;;;;;
31-05-2000;2000;56.11;0.130;4;0;NA;NA;;;;;;
31-05-2000;2000;62.39;0.170;7;0;NA;NA;;;;;;
31-05-2000;2000;57.85;0.170;4;0;NA;NA;;;;;;
31-05-2000;2000;61.58;0.160;4;0;NA;NA;;;;;;
31-05-2000;2000;61.91;0.160;6;0;NA;NA;;;;;;
31-05-2000;2000;57.49;0.120;7;0;NA;NA;;;;;;
31-05-2000;2000;60.75;0.130;6;0;NA;NA;;;;;;
31-05-2000;2000;60.74;0.160;6;0;NA;NA;;;;;;
31-05-2000;2000;63.07;0.160;5;0;NA;NA;;;;;;
31-05-2000;2000;61.70;0.170;7;0;NA;NA;;;;;;
31-05-2000;2000;56.85;0.140;3;0;NA;NA;;;;;;
31-05-2000;2000;62.26;0.170;7;0;NA;NA;;;;;;
31-05-2000;2000;57.00;0.140;5;0;NA;NA;;;;;;
31-05-2000;2000;58.43;0.150;6;0;NA;NA;;;;;;
31-05-2000;2000;55.74;0.120;5;0;NA;NA;;;;;;
31-05-2000;2000;60.71;0.140;7;0;NA;NA;;;;;;
31-05-2000;2000;55.55;0.130;6;0;NA;NA;;;;;;
31-05-2000;2000;62.60;0.170;4;0;NA;NA;;;;;;
31-05-2000;2000;65.39;0.210;4;0;NA;NA;;;;;;
31-05-2000;2000;60.75;0.160;4;0;NA;NA;;;;;;
31-05-2000;2000;58.70;0.140;4;0;NA;NA;;;;;;
31-05-2000;2000;61.46;0.200;4;0;NA;NA;;;;;;
31-05-2000;2000;60.41;0.170;5;0;NA;NA;;;;;;
31-05-2000;2000;57.77;0.150;5;0;NA;NA;;;;;;
31-05-2000;2000;60.54;0.160;4;0;NA;NA;;;;;;
31-05-2000;2000;51.35;0.110;7;0;NA;NA;;;;;;
31-05-2000;2000;61.56;0.150;7;0;NA;NA;;;;;;
31-05-2000;2000;59.89;0.170;3;0;NA;NA;;;;;;
31-05-2000;2000;61.76;0.180;5;0;NA;NA;;;;;;
31-05-2000;2000;65.41;0.200;4;0;NA;NA;;;;;;
31-05-2000;2000;59.90;0.150;4;0;NA;NA;;;;;;
31-05-2000;2000;61.58;0.180;5;0;NA;NA;;;;;;
31-05-2000;2000;60.32;0.160;4;0;NA;NA;;;;;;
31-05-2000;2000;66.64;0.210;5;0;NA;NA;;;;;;
31-05-2000;2000;64.08;0.190;4;0;NA;NA;;;;;;
31-05-2000;2000;62.63;0.150;4;0;NA;NA;;;;;;
31-05-2000;2000;58.74;0.160;4;0;NA;NA;;;;;;
02-06-2000;2000;57.47;0.130;6;0;NA;NA;;;;;;
02-06-2000;2000;63.35;0.150;6;0;NA;NA;;;;;;
02-06-2000;2000;64.95;0.180;7;0;NA;NA;;;;;;
02-06-2000;2000;57.25;0.130;5;0;NA;NA;;;;;;
02-06-2000;2000;63.68;0.180;6;0;NA;NA;;;;;;
02-06-2000;2000;59.61;0.150;6;0;NA;NA;;;;;;
02-06-2000;2000;65.30;0.200;5;0;NA;NA;;;;;;
02-06-2000;2000;55.63;0.110;6;0;NA;NA;;;;;;
02-06-2000;2000;57.08;0.130;5;0;NA;NA;;;;;;
02-06-2000;2000;56.85;0.130;4;0;NA;NA;;;;;;
02-06-2000;2000;54.02;0.130;5;0;NA;NA;;;;;;
02-06-2000;2000;58.65;0.120;4;0;NA;NA;;;;;;
02-06-2000;2000;60.54;0.150;4;0;NA;NA;;;;;;
02-06-2000;2000;56.81;0.120;4;0;NA;NA;;;;;;
02-06-2000;2000;63.03;0.180;4;0;NA;NA;;;;;;
02-06-2000;2000;56.55;0.130;5;0;NA;NA;;;;;;
02-06-2000;2000;56.83;0.160;4;0;NA;NA;;;;;;
02-06-2000;2000;57.44;0.160;3;0;NA;NA;;;;;;
02-06-2000;2000;67.25;0.240;4;0;NA;NA;;;;;;
02-06-2000;2000;60.62;0.160;5;0;NA;NA;;;;;;
02-06-2000;2000;66.39;0.200;3;0;NA;NA;;;;;;
02-06-2000;2000;59.84;0.180;3;0;NA;NA;;;;;;
02-06-2000;2000;63.26;0.210;4;0;NA;NA;;;;;;
02-06-2000;2000;63.02;0.210;3;0;NA;NA;;;;;;
02-06-2000;2000;60.64;0.140;4;0;NA;NA;;;;;;
02-06-2000;2000;60.69;0.160;4;0;NA;NA;;;;;;
02-06-2000;2000;59.23;0.160;4;0;NA;NA;;;;;;
02-06-2000;2000;60.81;0.170;6;0;NA;NA;;;;;;
02-06-2000;2000;58.02;0.140;3;0;NA;NA;;;;;;
02-06-2000;2000;66.88;0.230;6;0;NA;NA;;;;;;
02-06-2000;2000;57.20;0.150;5;0;NA;NA;;;;;;
02-06-2000;2000;58.69;0.170;4;0;NA;NA;;;;;;
02-06-2000;2000;61.18;0.160;5;0;NA;NA;;;;;;
02-06-2000;2000;60.27;0.180;4;0;NA;NA;;;;;;
02-06-2000;2000;50.68;0.090;5;0;NA;NA;;;;;;
02-06-2000;2000;57.31;0.140;6;0;NA;NA;;;;;;
02-06-2000;2000;64.76;0.230;4;0;NA;NA;;;;;;
02-06-2000;2000;56.79;0.150;5;0;NA;NA;;;;;;
02-06-2000;2000;61.56;0.160;6;0;NA;NA;;;;;;
02-06-2000;2000;62.67;0.200;4;0;NA;NA;;;;;;
02-06-2000;2000;59.26;0.160;6;0;NA;NA;;;;;;
02-06-2000;2000;59.58;0.160;5;0;NA;NA;;;;;;
02-06-2000;2000;59.94;0.130;5;0;NA;NA;;;;;;
02-06-2000;2000;57.58;0.140;7;0;NA;NA;;;;;;
02-06-2000;2000;55.71;0.130;5;0;NA;NA;;;;;;
02-06-2000;2000;60.23;0.160;5;0;NA;NA;;;;;;
02-06-2000;2000;57.89;0.130;4;0;NA;NA;;;;;;
02-06-2000;2000;59.17;0.150;6;0;NA;NA;;;;;;
02-06-2000;2000;57.43;0.150;4;0;NA;NA;;;;;;
02-06-2000;2000;55.66;0.120;7;0;NA;NA;;;;;;
05-06-2000;2000;62.42;0.220;2;0;NA;NA;;;;;;
05-06-2000;2000;64.13;0.190;6;0;NA;NA;;;;;;
05-06-2000;2000;60.42;0.170;5;0;NA;NA;;;;;;
05-06-2000;2000;63.68;0.160;7;0;NA;NA;;;;;;
05-06-2000;2000;65.29;0.200;6;0;NA;NA;;;;;;
05-06-2000;2000;60.30;0.160;6;0;NA;NA;;;;;;
05-06-2000;2000;62.02;0.160;4;0;NA;NA;;;;;;
05-06-2000;2000;54.29;0.090;7;0;NA;NA;;;;;;
05-06-2000;2000;55.26;0.080;6;0;NA;NA;;;;;;
05-06-2000;2000;66.02;0.210;7;0;NA;NA;;;;;;
05-06-2000;2000;65.85;0.200;6;0;NA;NA;;;;;;
05-06-2000;2000;59.15;0.140;7;0;NA;NA;;;;;;
05-06-2000;2000;57.71;0.140;7;0;NA;NA;;;;;;
05-06-2000;2000;57.03;0.140;6;0;NA;NA;;;;;;
05-06-2000;2000;62.19;0.180;6;0;NA;NA;;;;;;
05-06-2000;2000;61.23;0.150;4;0;NA;NA;;;;;;
05-06-2000;2000;61.56;0.140;6;0;NA;NA;;;;;;
05-06-2000;2000;63.63;0.170;6;0;NA;NA;;;;;;
05-06-2000;2000;63.35;0.160;2;0;NA;NA;;;;;;
05-06-2000;2000;61.77;0.150;2;0;NA;NA;;;;;;
05-06-2000;2000;59.20;0.150;6;0;NA;NA;;;;;;
05-06-2000;2000;65.22;0.200;5;0;NA;NA;;;;;;
05-06-2000;2000;58.17;0.140;5;0;NA;NA;;;;;;
05-06-2000;2000;62.60;0.180;6;0;NA;NA;;;;;;
05-06-2000;2000;64.77;0.150;4;0;NA;NA;;;;;;
05-06-2000;2000;62.13;0.180;4;0;NA;NA;;;;;;
05-06-2000;2000;58.48;0.130;4;0;NA;NA;;;;;;
05-06-2000;2000;58.49;0.140;5;0;NA;NA;;;;;;
05-06-2000;2000;54.91;0.130;5;0;NA;NA;;;;;;
05-06-2000;2000;62.76;0.170;3;0;NA;NA;;;;;;
05-06-2000;2000;61.65;0.150;4;0;NA;NA;;;;;;
05-06-2000;2000;57.33;0.120;6;0;NA;NA;;;;;;
05-06-2000;2000;57.59;0.160;5;0;NA;NA;;;;;;
05-06-2000;2000;58.06;0.130;6;0;NA;NA;;;;;;
05-06-2000;2000;59.91;0.150;5;0;NA;NA;;;;;;
05-06-2000;2000;61.19;0.160;4;0;NA;NA;;;;;;
05-06-2000;2000;62.04;0.160;4;0;NA;NA;;;;;;
05-06-2000;2000;58.56;0.140;4;0;NA;NA;;;;;;
05-06-2000;2000;59.99;0.150;6;0;NA;NA;;;;;;
05-06-2000;2000;64.90;0.190;4;0;NA;NA;;;;;;
05-06-2000;2000;56.57;0.110;5;0;NA;NA;;;;;;
05-06-2000;2000;56.54;0.100;6;0;NA;NA;;;;;;
05-06-2000;2000;66.38;0.210;7;0;NA;NA;;;;;;
05-06-2000;2000;61.40;0.180;4;0;NA;NA;;;;;;
05-06-2000;2000;61.22;0.150;3;0;NA;NA;;;;;;
05-06-2000;2000;61.28;0.160;3;0;NA;NA;;;;;;
05-06-2000;2000;52.08;0.090;5;0;NA;NA;;;;;;
05-06-2000;2000;63.86;0.220;5;0;NA;NA;;;;;;
05-06-2000;2000;62.74;0.160;5;0;NA;NA;;;;;;
05-06-2000;2000;57.63;0.130;5;0;NA;NA;;;;;;
07-06-2000;2000;67.24;0.210;4;0;NA;NA;;;;;;
07-06-2000;2000;59.67;0.130;6;0;NA;NA;;;;;;
07-06-2000;2000;62.90;0.140;4;0;NA;NA;;;;;;
07-06-2000;2000;63.99;0.160;6;0;NA;NA;;;;;;
07-06-2000;2000;59.99;0.140;4;0;NA;NA;;;;;;
07-06-2000;2000;62.46;0.140;6;0;NA;NA;;;;;;
07-06-2000;2000;55.59;0.120;4;0;NA;NA;;;;;;
07-06-2000;2000;66.49;0.190;3;0;NA;NA;;;;;;
07-06-2000;2000;60.11;0.120;7;0;NA;NA;;;;;;
07-06-2000;2000;59.20;0.130;6;0;NA;NA;;;;;;
07-06-2000;2000;56.50;0.100;6;0;NA;NA;;;;;;
07-06-2000;2000;67.26;0.200;5;0;NA;NA;;;;;;
07-06-2000;2000;60.08;0.150;3;0;NA;NA;;;;;;
07-06-2000;2000;58.70;0.150;5;0;NA;NA;;;;;;
07-06-2000;2000;60.65;0.140;6;0;NA;NA;;;;;;
07-06-2000;2000;55.77;0.120;7;0;NA;NA;;;;;;
07-06-2000;2000;61.75;0.200;3;0;NA;NA;;;;;;
07-06-2000;2000;53.21;0.090;7;0;NA;NA;;;;;;
07-06-2000;2000;57.15;0.140;7;0;NA;NA;;;;;;
07-06-2000;2000;55.47;0.130;6;0;NA;NA;;;;;;
07-06-2000;2000;59.69;0.140;6;0;NA;NA;;;;;;
07-06-2000;2000;58.67;0.130;4;0;NA;NA;;;;;;
07-06-2000;2000;57.30;0.140;5;0;NA;NA;;;;;;
07-06-2000;2000;57.76;0.160;4;0;NA;NA;;;;;;
07-06-2000;2000;58.07;0.170;6;0;NA;NA;;;;;;
07-06-2000;2000;59.06;0.150;5;0;NA;NA;;;;;;
07-06-2000;2000;56.43;0.140;3;0;NA;NA;;;;;;
07-06-2000;2000;60.81;0.180;5;0;NA;NA;;;;;;
07-06-2000;2000;65.67;0.190;4;0;NA;NA;;;;;;
07-06-2000;2000;61.34;0.180;4;0;NA;NA;;;;;;
07-06-2000;2000;55.93;0.130;4;0;NA;NA;;;;;;
07-06-2000;2000;51.76;0.090;6;0;NA;NA;;;;;;
07-06-2000;2000;61.43;0.170;7;0;NA;NA;;;;;;
07-06-2000;2000;63.44;0.180;4;0;NA;NA;;;;;;
07-06-2000;2000;56.55;0.120;5;0;NA;NA;;;;;;
07-06-2000;2000;62.88;0.180;4;0;NA;NA;;;;;;
