date;year;length;weight;stage;age;trap count;total count;;;;;;
14-04-2017;2017;60.56;0.190;1;0;NA;NA;;;;;;
14-04-2017;2017;62.00;0.225;1;0;NA;NA;;;;;;
14-04-2017;2017;68.42;0.315;1;0;NA;NA;;;;;;
18-04-2017;2017;58.04;0.185;1;0;NA;NA;;;;;;
18-04-2017;2017;62.30;0.190;1;0;NA;NA;;;;;;
18-04-2017;2017;62.25;0.225;1;0;NA;NA;;;;;;
18-04-2017;2017;61.10;0.190;1;0;NA;NA;;;;;;
18-04-2017;2017;60.86;0.170;1;0;NA;NA;;;;;;
18-04-2017;2017;56.81;0.135;1;0;NA;NA;;;;;;
18-04-2017;2017;63.25;0.190;1;0;NA;NA;;;;;;
18-04-2017;2017;63.94;0.240;1;0;NA;NA;;;;;;
18-04-2017;2017;56.02;0.135;1;0;NA;NA;;;;;;
18-04-2017;2017;66.62;0.255;1;0;NA;NA;;;;;;
18-04-2017;2017;56.35;0.125;1;0;NA;NA;;;;;;
18-04-2017;2017;61.39;0.220;1;0;NA;NA;;;;;;
18-04-2017;2017;60.91;0.200;1;0;NA;NA;;;;;;
18-04-2017;2017;60.66;0.180;1;0;NA;NA;;;;;;
18-04-2017;2017;64.37;0.205;1;0;NA;NA;;;;;;
18-04-2017;2017;60.62;0.185;1;0;NA;NA;;;;;;
18-04-2017;2017;62.29;0.195;1;0;NA;NA;;;;;;
18-04-2017;2017;68.65;0.250;1;0;NA;NA;;;;;;
18-04-2017;2017;59.84;0.165;1;0;NA;NA;;;;;;
18-04-2017;2017;62.25;0.180;1;0;NA;NA;;;;;;
18-04-2017;2017;57.30;0.160;1;0;NA;NA;;;;;;
18-04-2017;2017;66.62;0.210;1;0;NA;NA;;;;;;
18-04-2017;2017;67.09;0.250;1;0;NA;NA;;;;;;
18-04-2017;2017;57.82;0.145;1;0;NA;NA;;;;;;
18-04-2017;2017;59.82;0.135;1;0;NA;NA;;;;;;
18-04-2017;2017;59.49;0.185;1;0;NA;NA;;;;;;
18-04-2017;2017;58.11;0.150;1;0;NA;NA;;;;;;
18-04-2017;2017;63.52;0.200;1;0;NA;NA;;;;;;
18-04-2017;2017;61.18;0.165;1;0;NA;NA;;;;;;
18-04-2017;2017;65.84;0.245;1;0;NA;NA;;;;;;
18-04-2017;2017;64.13;0.230;1;0;NA;NA;;;;;;
18-04-2017;2017;60.49;0.145;1;0;NA;NA;;;;;;
18-04-2017;2017;59.71;0.160;1;0;NA;NA;;;;;;
18-04-2017;2017;62.89;0.230;1;0;NA;NA;;;;;;
18-04-2017;2017;58.47;0.140;1;0;NA;NA;;;;;;
18-04-2017;2017;60.40;0.190;1;0;NA;NA;;;;;;
18-04-2017;2017;58.62;0.165;1;0;NA;NA;;;;;;
18-04-2017;2017;68.25;0.300;1;0;NA;NA;;;;;;
18-04-2017;2017;63.91;0.210;1;0;NA;NA;;;;;;
18-04-2017;2017;61.77;0.180;1;0;NA;NA;;;;;;
18-04-2017;2017;68.05;0.275;1;0;NA;NA;;;;;;
18-04-2017;2017;61.72;0.185;1;0;NA;NA;;;;;;
18-04-2017;2017;65.74;0.260;1;0;NA;NA;;;;;;
18-04-2017;2017;60.59;0.175;1;0;NA;NA;;;;;;
18-04-2017;2017;64.05;0.205;1;0;NA;NA;;;;;;
18-04-2017;2017;67.52;0.255;1;0;NA;NA;;;;;;
18-04-2017;2017;60.55;0.165;1;0;NA;NA;;;;;;
18-04-2017;2017;56.35;0.150;1;0;NA;NA;;;;;;
18-04-2017;2017;63.61;0.205;1;0;NA;NA;;;;;;
18-04-2017;2017;60.71;0.155;1;0;NA;NA;;;;;;
18-04-2017;2017;62.92;0.195;1;0;NA;NA;;;;;;
18-04-2017;2017;59.71;0.150;1;0;NA;NA;;;;;;
18-04-2017;2017;68.27;0.285;1;0;NA;NA;;;;;;
18-04-2017;2017;63.96;0.205;1;0;NA;NA;;;;;;
18-04-2017;2017;64.86;0.185;1;0;NA;NA;;;;;;
18-04-2017;2017;60.50;0.160;1;0;NA;NA;;;;;;
18-04-2017;2017;60.39;0.185;1;0;NA;NA;;;;;;
18-04-2017;2017;70.10;0.295;1;0;NA;NA;;;;;;
18-04-2017;2017;59.14;0.185;1;0;NA;NA;;;;;;
18-04-2017;2017;61.67;0.185;1;0;NA;NA;;;;;;
18-04-2017;2017;60.14;0.175;1;0;NA;NA;;;;;;
18-04-2017;2017;63.07;0.205;1;0;NA;NA;;;;;;
18-04-2017;2017;66.94;0.230;1;0;NA;NA;;;;;;
18-04-2017;2017;62.24;0.150;1;0;NA;NA;;;;;;
18-04-2017;2017;62.91;0.205;1;0;NA;NA;;;;;;
18-04-2017;2017;64.27;0.205;1;0;NA;NA;;;;;;
18-04-2017;2017;65.81;0.250;1;0;NA;NA;;;;;;
18-04-2017;2017;60.94;0.190;1;0;NA;NA;;;;;;
18-04-2017;2017;60.64;0.175;1;0;NA;NA;;;;;;
18-04-2017;2017;71.12;0.340;1;0;NA;NA;;;;;;
18-04-2017;2017;64.22;0.210;1;0;NA;NA;;;;;;
18-04-2017;2017;57.89;0.150;1;0;NA;NA;;;;;;
18-04-2017;2017;63.57;0.215;1;0;NA;NA;;;;;;
18-04-2017;2017;61.27;0.160;1;0;NA;NA;;;;;;
18-04-2017;2017;68.28;0.290;1;0;NA;NA;;;;;;
18-04-2017;2017;61.85;0.170;1;0;NA;NA;;;;;;
18-04-2017;2017;61.01;0.175;1;0;NA;NA;;;;;;
18-04-2017;2017;62.29;0.205;1;0;NA;NA;;;;;;
18-04-2017;2017;63.40;0.215;1;0;NA;NA;;;;;;
18-04-2017;2017;66.66;0.285;1;0;NA;NA;;;;;;
18-04-2017;2017;57.99;0.165;1;0;NA;NA;;;;;;
18-04-2017;2017;62.54;0.210;1;0;NA;NA;;;;;;
18-04-2017;2017;57.36;0.140;1;0;NA;NA;;;;;;
18-04-2017;2017;65.44;0.225;1;0;NA;NA;;;;;;
18-04-2017;2017;64.88;0.215;1;0;NA;NA;;;;;;
18-04-2017;2017;64.90;0.215;1;0;NA;NA;;;;;;
18-04-2017;2017;65.97;0.225;1;0;NA;NA;;;;;;
18-04-2017;2017;58.14;0.130;1;0;NA;NA;;;;;;
18-04-2017;2017;64.87;0.210;1;0;NA;NA;;;;;;
18-04-2017;2017;56.95;0.155;1;0;NA;NA;;;;;;
18-04-2017;2017;61.52;0.230;1;0;NA;NA;;;;;;
18-04-2017;2017;65.47;0.275;1;0;NA;NA;;;;;;
18-04-2017;2017;65.84;0.255;1;0;NA;NA;;;;;;
18-04-2017;2017;69.27;0.330;1;0;NA;NA;;;;;;
18-04-2017;2017;60.85;0.180;1;0;NA;NA;;;;;;
18-04-2017;2017;62.32;0.215;1;0;NA;NA;;;;;;
18-04-2017;2017;64.44;0.225;1;0;NA;NA;;;;;;
18-04-2017;2017;65.27;0.245;1;0;NA;NA;;;;;;
18-04-2017;2017;64.76;0.225;1;0;NA;NA;;;;;;
18-04-2017;2017;66.37;0.285;1;0;NA;NA;;;;;;
20-04-2017;2017;62.20;0.225;1;0;NA;NA;;;;;;
20-04-2017;2017;67.86;0.315;1;0;NA;NA;;;;;;
20-04-2017;2017;65.92;0.200;1;0;NA;NA;;;;;;
20-04-2017;2017;64.98;0.230;1;0;NA;NA;;;;;;
20-04-2017;2017;62.09;0.190;1;0;NA;NA;;;;;;
20-04-2017;2017;68.21;0.255;1;0;NA;NA;;;;;;
20-04-2017;2017;60.35;0.165;1;0;NA;NA;;;;;;
20-04-2017;2017;67.12;0.205;1;0;NA;NA;;;;;;
20-04-2017;2017;65.21;0.230;1;0;NA;NA;;;;;;
20-04-2017;2017;61.06;0.195;1;0;NA;NA;;;;;;
20-04-2017;2017;60.55;0.175;1;0;NA;NA;;;;;;
20-04-2017;2017;60.00;0.175;1;0;NA;NA;;;;;;
20-04-2017;2017;57.16;0.160;1;0;NA;NA;;;;;;
20-04-2017;2017;61.41;0.190;1;0;NA;NA;;;;;;
20-04-2017;2017;60.59;0.190;1;0;NA;NA;;;;;;
20-04-2017;2017;63.94;0.240;1;0;NA;NA;;;;;;
20-04-2017;2017;61.33;0.180;1;0;NA;NA;;;;;;
20-04-2017;2017;60.60;0.185;1;0;NA;NA;;;;;;
20-04-2017;2017;67.89;0.300;1;0;NA;NA;;;;;;
20-04-2017;2017;63.22;0.195;1;0;NA;NA;;;;;;
20-04-2017;2017;64.98;0.250;1;0;NA;NA;;;;;;
20-04-2017;2017;60.92;0.170;1;0;NA;NA;;;;;;
20-04-2017;2017;60.68;0.170;1;0;NA;NA;;;;;;
20-04-2017;2017;65.36;0.210;1;0;NA;NA;;;;;;
20-04-2017;2017;66.68;0.240;1;0;NA;NA;;;;;;
20-04-2017;2017;65.40;0.225;1;0;NA;NA;;;;;;
20-04-2017;2017;62.80;0.205;1;0;NA;NA;;;;;;
20-04-2017;2017;66.50;0.240;1;0;NA;NA;;;;;;
20-04-2017;2017;61.43;0.175;1;0;NA;NA;;;;;;
20-04-2017;2017;62.39;0.240;1;0;NA;NA;;;;;;
20-04-2017;2017;63.80;0.220;1;0;NA;NA;;;;;;
20-04-2017;2017;61.82;0.165;1;0;NA;NA;;;;;;
20-04-2017;2017;62.37;0.170;1;0;NA;NA;;;;;;
20-04-2017;2017;59.42;0.155;1;0;NA;NA;;;;;;
20-04-2017;2017;62.48;0.200;1;0;NA;NA;;;;;;
20-04-2017;2017;63.58;0.205;1;0;NA;NA;;;;;;
20-04-2017;2017;62.23;0.165;1;0;NA;NA;;;;;;
20-04-2017;2017;62.83;0.230;1;0;NA;NA;;;;;;
20-04-2017;2017;72.46;0.315;1;0;NA;NA;;;;;;
20-04-2017;2017;65.43;0.240;1;0;NA;NA;;;;;;
20-04-2017;2017;61.58;0.210;1;0;NA;NA;;;;;;
20-04-2017;2017;64.84;0.215;1;0;NA;NA;;;;;;
20-04-2017;2017;66.75;0.240;1;0;NA;NA;;;;;;
20-04-2017;2017;56.89;0.130;1;0;NA;NA;;;;;;
20-04-2017;2017;69.52;0.275;1;0;NA;NA;;;;;;
20-04-2017;2017;66.24;0.255;1;0;NA;NA;;;;;;
20-04-2017;2017;61.40;0.195;1;0;NA;NA;;;;;;
20-04-2017;2017;65.40;0.225;1;0;NA;NA;;;;;;
20-04-2017;2017;58.06;0.160;1;0;NA;NA;;;;;;
20-04-2017;2017;58.98;0.120;1;0;NA;NA;;;;;;
20-04-2017;2017;64.77;0.210;1;0;NA;NA;;;;;;
20-04-2017;2017;62.54;0.175;1;0;NA;NA;;;;;;
20-04-2017;2017;63.36;0.190;1;0;NA;NA;;;;;;
20-04-2017;2017;70.92;0.315;1;0;NA;NA;;;;;;
20-04-2017;2017;66.27;0.270;1;0;NA;NA;;;;;;
20-04-2017;2017;58.65;0.145;1;0;NA;NA;;;;;;
20-04-2017;2017;64.82;0.200;1;0;NA;NA;;;;;;
20-04-2017;2017;63.26;0.205;1;0;NA;NA;;;;;;
20-04-2017;2017;63.29;0.175;1;0;NA;NA;;;;;;
20-04-2017;2017;62.18;0.170;1;0;NA;NA;;;;;;
20-04-2017;2017;64.45;0.210;1;0;NA;NA;;;;;;
20-04-2017;2017;68.81;0.245;1;0;NA;NA;;;;;;
20-04-2017;2017;64.22;0.210;1;0;NA;NA;;;;;;
20-04-2017;2017;67.31;0.205;1;0;NA;NA;;;;;;
20-04-2017;2017;59.90;0.130;1;0;NA;NA;;;;;;
20-04-2017;2017;59.91;0.160;1;0;NA;NA;;;;;;
20-04-2017;2017;68.96;0.285;1;0;NA;NA;;;;;;
20-04-2017;2017;62.12;0.175;1;0;NA;NA;;;;;;
20-04-2017;2017;69.26;0.255;1;0;NA;NA;;;;;;
20-04-2017;2017;64.87;0.240;1;0;NA;NA;;;;;;
20-04-2017;2017;67.86;0.220;1;0;NA;NA;;;;;;
20-04-2017;2017;65.89;0.200;1;0;NA;NA;;;;;;
20-04-2017;2017;61.57;0.185;1;0;NA;NA;;;;;;
20-04-2017;2017;60.53;0.175;1;0;NA;NA;;;;;;
20-04-2017;2017;63.97;0.190;1;0;NA;NA;;;;;;
20-04-2017;2017;59.07;0.160;1;0;NA;NA;;;;;;
20-04-2017;2017;72.10;0.290;1;0;NA;NA;;;;;;
20-04-2017;2017;62.16;0.180;1;0;NA;NA;;;;;;
20-04-2017;2017;61.47;0.180;1;0;NA;NA;;;;;;
20-04-2017;2017;65.08;0.200;1;0;NA;NA;;;;;;
20-04-2017;2017;64.41;0.205;1;0;NA;NA;;;;;;
20-04-2017;2017;69.49;0.275;1;0;NA;NA;;;;;;
20-04-2017;2017;64.14;0.210;1;0;NA;NA;;;;;;
20-04-2017;2017;62.95;0.185;1;0;NA;NA;;;;;;
20-04-2017;2017;63.71;0.215;1;0;NA;NA;;;;;;
20-04-2017;2017;59.87;0.150;1;0;NA;NA;;;;;;
20-04-2017;2017;62.43;0.230;1;0;NA;NA;;;;;;
20-04-2017;2017;70.12;0.285;1;0;NA;NA;;;;;;
20-04-2017;2017;62.07;0.180;1;0;NA;NA;;;;;;
20-04-2017;2017;64.98;0.215;1;0;NA;NA;;;;;;
20-04-2017;2017;62.83;0.210;1;0;NA;NA;;;;;;
20-04-2017;2017;60.87;0.180;1;0;NA;NA;;;;;;
20-04-2017;2017;61.35;0.175;1;0;NA;NA;;;;;;
20-04-2017;2017;68.84;0.285;1;0;NA;NA;;;;;;
20-04-2017;2017;63.50;0.185;1;0;NA;NA;;;;;;
20-04-2017;2017;58.51;0.150;1;0;NA;NA;;;;;;
20-04-2017;2017;59.68;0.180;1;0;NA;NA;;;;;;
20-04-2017;2017;66.44;0.245;1;0;NA;NA;;;;;;
20-04-2017;2017;59.67;0.165;1;0;NA;NA;;;;;;
24-04-2017;2017;60.40;0.165;1;0;NA;NA;;;;;;
24-04-2017;2017;58.04;0.140;1;0;NA;NA;;;;;;
24-04-2017;2017;60.44;0.140;1;0;NA;NA;;;;;;
24-04-2017;2017;55.59;0.120;1;0;NA;NA;;;;;;
24-04-2017;2017;65.31;0.230;1;0;NA;NA;;;;;;
24-04-2017;2017;61.81;0.170;1;0;NA;NA;;;;;;
24-04-2017;2017;62.25;0.185;1;0;NA;NA;;;;;;
24-04-2017;2017;58.32;0.165;1;0;NA;NA;;;;;;
24-04-2017;2017;58.38;0.160;1;0;NA;NA;;;;;;
24-04-2017;2017;67.09;0.205;1;0;NA;NA;;;;;;
24-04-2017;2017;63.80;0.195;1;0;NA;NA;;;;;;
24-04-2017;2017;63.81;0.205;1;0;NA;NA;;;;;;
24-04-2017;2017;60.02;0.155;1;0;NA;NA;;;;;;
24-04-2017;2017;61.41;0.200;1;0;NA;NA;;;;;;
24-04-2017;2017;69.50;0.320;1;0;NA;NA;;;;;;
24-04-2017;2017;68.93;0.280;1;0;NA;NA;;;;;;
24-04-2017;2017;65.35;0.250;1;0;NA;NA;;;;;;
24-04-2017;2017;66.63;0.235;1;0;NA;NA;;;;;;
24-04-2017;2017;60.37;0.180;1;0;NA;NA;;;;;;
24-04-2017;2017;58.99;0.170;1;0;NA;NA;;;;;;
24-04-2017;2017;64.37;0.220;1;0;NA;NA;;;;;;
24-04-2017;2017;62.24;0.170;1;0;NA;NA;;;;;;
24-04-2017;2017;61.61;0.175;1;0;NA;NA;;;;;;
24-04-2017;2017;67.28;0.215;1;0;NA;NA;;;;;;
24-04-2017;2017;61.63;0.175;1;0;NA;NA;;;;;;
24-04-2017;2017;56.35;0.145;1;0;NA;NA;;;;;;
24-04-2017;2017;62.71;0.180;1;0;NA;NA;;;;;;
24-04-2017;2017;59.89;0.160;1;0;NA;NA;;;;;;
24-04-2017;2017;59.41;0.160;1;0;NA;NA;;;;;;
24-04-2017;2017;63.60;0.215;1;0;NA;NA;;;;;;
24-04-2017;2017;61.43;0.170;1;0;NA;NA;;;;;;
24-04-2017;2017;61.90;0.195;1;0;NA;NA;;;;;;
24-04-2017;2017;60.25;0.140;1;0;NA;NA;;;;;;
24-04-2017;2017;67.55;0.245;1;0;NA;NA;;;;;;
24-04-2017;2017;60.16;0.180;1;0;NA;NA;;;;;;
24-04-2017;2017;64.48;0.185;1;0;NA;NA;;;;;;
24-04-2017;2017;65.47;0.225;1;0;NA;NA;;;;;;
24-04-2017;2017;61.67;0.200;1;0;NA;NA;;;;;;
24-04-2017;2017;69.68;0.265;1;0;NA;NA;;;;;;
24-04-2017;2017;61.08;0.185;1;0;NA;NA;;;;;;
24-04-2017;2017;57.93;0.135;1;0;NA;NA;;;;;;
24-04-2017;2017;60.07;0.170;1;0;NA;NA;;;;;;
24-04-2017;2017;59.86;0.165;1;0;NA;NA;;;;;;
24-04-2017;2017;63.41;0.200;1;0;NA;NA;;;;;;
24-04-2017;2017;59.30;0.190;1;0;NA;NA;;;;;;
24-04-2017;2017;58.97;0.175;1;0;NA;NA;;;;;;
24-04-2017;2017;63.15;0.190;1;0;NA;NA;;;;;;
24-04-2017;2017;63.71;0.185;1;0;NA;NA;;;;;;
24-04-2017;2017;64.04;0.170;1;0;NA;NA;;;;;;
24-04-2017;2017;63.20;0.205;1;0;NA;NA;;;;;;
24-04-2017;2017;56.29;0.130;1;0;NA;NA;;;;;;
24-04-2017;2017;66.13;0.230;1;0;NA;NA;;;;;;
24-04-2017;2017;64.30;0.190;1;0;NA;NA;;;;;;
24-04-2017;2017;67.95;0.250;1;0;NA;NA;;;;;;
24-04-2017;2017;64.27;0.185;1;0;NA;NA;;;;;;
24-04-2017;2017;63.03;0.180;1;0;NA;NA;;;;;;
24-04-2017;2017;64.13;0.215;1;0;NA;NA;;;;;;
24-04-2017;2017;60.50;0.175;1;0;NA;NA;;;;;;
24-04-2017;2017;64.89;0.205;1;0;NA;NA;;;;;;
24-04-2017;2017;63.37;0.180;1;0;NA;NA;;;;;;
24-04-2017;2017;61.12;0.165;1;0;NA;NA;;;;;;
24-04-2017;2017;68.06;0.250;1;0;NA;NA;;;;;;
24-04-2017;2017;63.77;0.185;1;0;NA;NA;;;;;;
24-04-2017;2017;61.17;0.180;1;0;NA;NA;;;;;;
24-04-2017;2017;64.26;0.210;1;0;NA;NA;;;;;;
24-04-2017;2017;60.91;0.200;1;0;NA;NA;;;;;;
24-04-2017;2017;67.82;0.210;1;0;NA;NA;;;;;;
24-04-2017;2017;64.06;0.170;1;0;NA;NA;;;;;;
24-04-2017;2017;61.08;0.185;1;0;NA;NA;;;;;;
24-04-2017;2017;66.33;0.205;1;0;NA;NA;;;;;;
24-04-2017;2017;70.07;0.290;1;0;NA;NA;;;;;;
24-04-2017;2017;59.89;0.150;1;0;NA;NA;;;;;;
24-04-2017;2017;65.30;0.195;1;0;NA;NA;;;;;;
24-04-2017;2017;55.80;0.140;1;0;NA;NA;;;;;;
24-04-2017;2017;58.09;0.135;1;0;NA;NA;;;;;;
24-04-2017;2017;61.94;0.180;1;0;NA;NA;;;;;;
24-04-2017;2017;58.22;0.145;1;0;NA;NA;;;;;;
24-04-2017;2017;61.54;0.180;1;0;NA;NA;;;;;;
24-04-2017;2017;65.36;0.195;1;0;NA;NA;;;;;;
24-04-2017;2017;70.63;0.305;1;0;NA;NA;;;;;;
24-04-2017;2017;63.82;0.170;1;0;NA;NA;;;;;;
24-04-2017;2017;60.33;0.150;1;0;NA;NA;;;;;;
24-04-2017;2017;69.20;0.305;1;0;NA;NA;;;;;;
24-04-2017;2017;65.44;0.170;1;0;NA;NA;;;;;;
24-04-2017;2017;61.88;0.155;1;0;NA;NA;;;;;;
24-04-2017;2017;64.96;0.215;1;0;NA;NA;;;;;;
24-04-2017;2017;62.57;0.170;1;0;NA;NA;;;;;;
24-04-2017;2017;68.79;0.255;1;0;NA;NA;;;;;;
24-04-2017;2017;60.25;0.150;1;0;NA;NA;;;;;;
24-04-2017;2017;65.27;0.225;1;0;NA;NA;;;;;;
24-04-2017;2017;58.04;0.140;1;0;NA;NA;;;;;;
24-04-2017;2017;63.88;0.170;1;0;NA;NA;;;;;;
24-04-2017;2017;62.00;0.185;1;0;NA;NA;;;;;;
24-04-2017;2017;66.66;0.215;1;0;NA;NA;;;;;;
24-04-2017;2017;57.45;0.115;1;0;NA;NA;;;;;;
24-04-2017;2017;67.75;0.245;1;0;NA;NA;;;;;;
24-04-2017;2017;65.75;0.210;1;0;NA;NA;;;;;;
24-04-2017;2017;65.76;0.220;1;0;NA;NA;;;;;;
24-04-2017;2017;65.33;0.220;1;0;NA;NA;;;;;;
24-04-2017;2017;62.54;0.200;1;0;NA;NA;;;;;;
26-04-2017;2017;65.99;0.230;1;0;NA;NA;;;;;;
26-04-2017;2017;67.54;0.245;1;0;NA;NA;;;;;;
26-04-2017;2017;64.30;0.195;1;0;NA;NA;;;;;;
26-04-2017;2017;65.97;0.210;1;0;NA;NA;;;;;;
26-04-2017;2017;64.44;0.200;1;0;NA;NA;;;;;;
26-04-2017;2017;63.32;0.205;1;0;NA;NA;;;;;;
26-04-2017;2017;63.10;0.175;1;0;NA;NA;;;;;;
26-04-2017;2017;66.60;0.225;1;0;NA;NA;;;;;;
26-04-2017;2017;65.74;0.230;1;0;NA;NA;;;;;;
26-04-2017;2017;60.85;0.175;1;0;NA;NA;;;;;;
26-04-2017;2017;63.70;0.185;1;0;NA;NA;;;;;;
26-04-2017;2017;65.71;0.225;1;0;NA;NA;;;;;;
26-04-2017;2017;64.09;0.200;1;0;NA;NA;;;;;;
26-04-2017;2017;65.47;0.210;1;0;NA;NA;;;;;;
26-04-2017;2017;65.84;0.190;1;0;NA;NA;;;;;;
26-04-2017;2017;67.61;0.230;1;0;NA;NA;;;;;;
26-04-2017;2017;67.32;0.255;1;0;NA;NA;;;;;;
26-04-2017;2017;61.61;0.175;1;0;NA;NA;;;;;;
26-04-2017;2017;65.52;0.215;1;0;NA;NA;;;;;;
26-04-2017;2017;59.71;0.165;1;0;NA;NA;;;;;;
26-04-2017;2017;62.72;0.175;1;0;NA;NA;;;;;;
26-04-2017;2017;64.64;0.225;1;0;NA;NA;;;;;;
26-04-2017;2017;64.89;0.240;1;0;NA;NA;;;;;;
26-04-2017;2017;70.49;0.320;1;0;NA;NA;;;;;;
26-04-2017;2017;68.49;0.235;1;0;NA;NA;;;;;;
26-04-2017;2017;59.61;0.140;1;0;NA;NA;;;;;;
26-04-2017;2017;67.50;0.240;1;0;NA;NA;;;;;;
26-04-2017;2017;57.44;0.130;1;0;NA;NA;;;;;;
26-04-2017;2017;59.25;0.175;1;0;NA;NA;;;;;;
26-04-2017;2017;64.75;0.185;1;0;NA;NA;;;;;;
26-04-2017;2017;66.92;0.185;1;0;NA;NA;;;;;;
26-04-2017;2017;61.59;0.150;1;0;NA;NA;;;;;;
26-04-2017;2017;60.14;0.175;1;0;NA;NA;;;;;;
26-04-2017;2017;64.77;0.215;1;0;NA;NA;;;;;;
26-04-2017;2017;64.66;0.180;1;0;NA;NA;;;;;;
26-04-2017;2017;64.09;0.190;1;0;NA;NA;;;;;;
26-04-2017;2017;65.82;0.175;1;0;NA;NA;;;;;;
26-04-2017;2017;62.86;0.200;1;0;NA;NA;;;;;;
26-04-2017;2017;61.79;0.150;1;0;NA;NA;;;;;;
26-04-2017;2017;59.75;0.165;1;0;NA;NA;;;;;;
26-04-2017;2017;65.97;0.205;1;0;NA;NA;;;;;;
26-04-2017;2017;66.02;0.210;1;0;NA;NA;;;;;;
26-04-2017;2017;58.95;0.145;1;0;NA;NA;;;;;;
26-04-2017;2017;57.14;0.145;1;0;NA;NA;;;;;;
26-04-2017;2017;68.15;0.200;1;0;NA;NA;;;;;;
26-04-2017;2017;64.75;0.215;1;0;NA;NA;;;;;;
26-04-2017;2017;64.44;0.190;1;0;NA;NA;;;;;;
26-04-2017;2017;64.79;0.230;1;0;NA;NA;;;;;;
26-04-2017;2017;66.55;0.245;1;0;NA;NA;;;;;;
26-04-2017;2017;64.35;0.195;1;0;NA;NA;;;;;;
26-04-2017;2017;60.10;0.140;1;0;NA;NA;;;;;;
26-04-2017;2017;59.88;0.160;1;0;NA;NA;;;;;;
26-04-2017;2017;59.93;0.155;1;0;NA;NA;;;;;;
26-04-2017;2017;68.62;0.250;1;0;NA;NA;;;;;;
26-04-2017;2017;64.67;0.195;1;0;NA;NA;;;;;;
26-04-2017;2017;63.70;0.160;1;0;NA;NA;;;;;;
26-04-2017;2017;62.14;0.200;1;0;NA;NA;;;;;;
26-04-2017;2017;63.41;0.205;1;0;NA;NA;;;;;;
26-04-2017;2017;69.29;0.280;1;0;NA;NA;;;;;;
26-04-2017;2017;63.86;0.175;1;0;NA;NA;;;;;;
26-04-2017;2017;68.02;0.220;1;0;NA;NA;;;;;;
26-04-2017;2017;58.95;0.135;1;0;NA;NA;;;;;;
26-04-2017;2017;66.68;0.215;1;0;NA;NA;;;;;;
26-04-2017;2017;58.25;0.130;1;0;NA;NA;;;;;;
26-04-2017;2017;63.84;0.235;1;0;NA;NA;;;;;;
26-04-2017;2017;61.49;0.180;1;0;NA;NA;;;;;;
26-04-2017;2017;64.29;0.205;1;0;NA;NA;;;;;;
26-04-2017;2017;66.53;0.225;1;0;NA;NA;;;;;;
26-04-2017;2017;64.63;0.195;1;0;NA;NA;;;;;;
26-04-2017;2017;68.12;0.255;1;0;NA;NA;;;;;;
26-04-2017;2017;64.25;0.200;1;0;NA;NA;;;;;;
26-04-2017;2017;64.28;0.205;1;0;NA;NA;;;;;;
26-04-2017;2017;59.68;0.150;1;0;NA;NA;;;;;;
26-04-2017;2017;61.02;0.185;1;0;NA;NA;;;;;;
26-04-2017;2017;62.12;0.175;1;0;NA;NA;;;;;;
26-04-2017;2017;64.17;0.170;1;0;NA;NA;;;;;;
26-04-2017;2017;57.29;0.105;1;0;NA;NA;;;;;;
26-04-2017;2017;64.47;0.210;1;0;NA;NA;;;;;;
26-04-2017;2017;65.63;0.235;1;0;NA;NA;;;;;;
26-04-2017;2017;64.66;0.215;1;0;NA;NA;;;;;;
26-04-2017;2017;68.61;0.270;1;0;NA;NA;;;;;;
26-04-2017;2017;72.04;0.305;1;0;NA;NA;;;;;;
26-04-2017;2017;65.20;0.230;1;0;NA;NA;;;;;;
26-04-2017;2017;64.83;0.205;1;0;NA;NA;;;;;;
26-04-2017;2017;56.13;0.135;1;0;NA;NA;;;;;;
26-04-2017;2017;64.66;0.230;1;0;NA;NA;;;;;;
26-04-2017;2017;69.47;0.295;1;0;NA;NA;;;;;;
26-04-2017;2017;67.94;0.240;1;0;NA;NA;;;;;;
26-04-2017;2017;66.33;0.230;1;0;NA;NA;;;;;;
26-04-2017;2017;65.67;0.210;1;0;NA;NA;;;;;;
26-04-2017;2017;62.66;0.180;1;0;NA;NA;;;;;;
26-04-2017;2017;66.99;0.240;1;0;NA;NA;;;;;;
26-04-2017;2017;63.90;0.205;1;0;NA;NA;;;;;;
26-04-2017;2017;66.36;0.225;1;0;NA;NA;;;;;;
26-04-2017;2017;65.05;0.220;1;0;NA;NA;;;;;;
26-04-2017;2017;69.99;0.270;1;0;NA;NA;;;;;;
28-04-2017;2017;62.27;0.150;1;0;NA;NA;;;;;;
28-04-2017;2017;65.52;0.230;1;0;NA;NA;;;;;;
28-04-2017;2017;60.13;0.155;1;0;NA;NA;;;;;;
28-04-2017;2017;61.56;0.170;1;0;NA;NA;;;;;;
28-04-2017;2017;72.61;0.285;1;0;NA;NA;;;;;;
28-04-2017;2017;61.26;0.150;1;0;NA;NA;;;;;;
28-04-2017;2017;62.32;0.220;1;0;NA;NA;;;;;;
28-04-2017;2017;62.61;0.180;1;0;NA;NA;;;;;;
28-04-2017;2017;59.82;0.165;1;0;NA;NA;;;;;;
28-04-2017;2017;67.65;0.170;1;0;NA;NA;;;;;;
28-04-2017;2017;64.83;0.230;1;0;NA;NA;;;;;;
28-04-2017;2017;58.35;0.140;1;0;NA;NA;;;;;;
